A002_02_BBP_NORMAL,336042,406161,0.8433247500000001,0.25
A002_02_BBP_NORMAL,445851,513324,1.0,0.5
A002_02_BBP_NORMAL,553014,621810,1.0,0.5
A002_02_BBP_NORMAL,657531,730296,1.0,0.5
A002_02_BBP_NORMAL,764694,836136,0.9680832,0.5
A002_02_BBP_NORMAL,874502,948591,0.8505888,0.5
A002_02_BBP_NORMAL,984312,1054431,1.0,0.5
A002_02_BBP_NORMAL,1084860,1247589,1.0,0.5
A002_02_BBP_NORMAL,1275372,1340199,1.0,0.5
A006_02_BBP_NORMAL_al,26460,142884,0.9037932,0.5
A006_02_BBP_NORMAL_al,181549,288414,0.8568635,0.25
A006_02_BBP_NORMAL_al,333396,440559,0.8353515999999999,0.5
A006_02_BBP_NORMAL_al,484804,579474,0.89453575,0.25
A006_02_BBP_NORMAL_al,621810,721035,0.92783875,0.0
A006_02_BBP_NORMAL_al,762048,858627,0.8165732,0.5
A006_02_BBP_NORMAL_al,900963,996219,0.91345675,0.0
A006_02_BBP_NORMAL_al,1026648,1125873,0.79007925,0.25
A006_02_BBP_NORMAL_al,1164240,1250235,0.865103,0.0
A006_02_BBP_NORMAL_al,1280664,1365336,0.833642,0.25
A008_02_BBP_NORMAL,85995,219618,0.6702961999999999,0.875
A008_02_BBP_NORMAL,243431,423360,0.8919496666666666,0.375
A008_02_BBP_NORMAL,601965,660177,0.76234075,0.5
A008_02_BBP_NORMAL,687960,755433,0.8693845,0.5
A008_02_BBP_NORMAL,891702,953883,0.824874,0.5
A008_02_BBP_NORMAL,1151010,1217160,0.89879425,0.25
A008_02_BBP_NORMAL,1248912,1332261,0.89879425,0.25
A008_02_BBP_NORMAL,1354752,1427517,0.97220675,0.25
A008_02_BBP_NORMAL,1450008,1516158,0.7118945000000001,0.25
A008_02_BBP_NORMAL,1545264,1608767,0.8169975,0.25
A008_02_BBP_NORMAL,1640520,1714608,0.8097965,0.25
A008_02_BBP_NORMAL,1746360,1813833,0.84040175,0.25
A008_02_BBP_NORMAL,1841616,2086371,0.7953675000000001,0.3333333333333333
A010_02_BBP_NORMAL,59535,223587,0.7122322000000001,0.75
A010_02_BBP_NORMAL,280476,455112,0.8271204000000001,0.875
A010_02_BBP_NORMAL,509355,687960,0.7444430000000001,0.5
A010_02_BBP_NORMAL,731619,895671,0.85496875,0.75
A010_02_BBP_NORMAL,938007,1103382,0.8920615000000001,0.5
A010_02_BBP_NORMAL,1149687,1313739,0.7531804,0.875
A010_02_BBP_NORMAL,1362690,1529388,0.8059184,0.875
A010_02_BBP_NORMAL,1570401,1739745,0.838719,0.75
A010_02_BBP_NORMAL,1776789,1948779,0.909046,0.5
A010_02_BBP_NORMAL,1981854,2145906,0.836285,0.875
A011_02_BBP_NORMAL,100547,538461,0.842198588235294,0.1875
A011_02_BBP_NORMAL,563598,775277,0.7672072000000001,0.5
A011_02_BBP_NORMAL,808352,1140426,0.7436096666666666,0.5625
A014_02_BBP_Normal,67473,310905,0.8427026666666667,0.08333333333333333
A014_02_BBP_Normal,338688,398223,0.898794,0.25
A014_02_BBP_Normal,423360,694575,0.9399933333333333,0.16666666666666666
A014_02_BBP_Normal,719712,793800,0.89879425,0.25
A014_02_BBP_Normal,829521,908901,0.962778,0.25
A014_02_BBP_Normal,931392,1027971,0.876325,0.25
A016_02_BBP_Normal,84672,387638,0.93806025,0.0
A016_02_BBP_Normal,412776,600642,0.97631675,0.0
A016_02_BBP_Normal,624456,707805,0.86747375,0.0
A016_02_BBP_Normal,731619,812322,0.95840925,0.0
A016_02_BBP_Normal,837458,1121904,0.9479779166666665,0.0
A017_02_BBP_Normal,109809,193158,0.845484,0.0
A017_02_BBP_Normal,226233,313551,0.88811525,0.0
A017_02_BBP_Normal,343980,429975,0.9527705,0.0
A017_02_BBP_Normal,456435,756756,0.8539208461538462,0.16666666666666666
A017_02_BBP_Normal,784539,980343,0.8491196666666666,0.25
A017_02_BBP_Normal,1006802,1088829,0.9395445,0.0
A017_02_BBP_Normal,1115289,1199961,0.9311575,0.0
