S001_02_BBP_NORMAL,35721,56889,1.0
S001_02_BBP_NORMAL,97902,277830,0.6587578571428573
S001_02_BBP_NORMAL,325458,535815,0.7093947777777778
S001_02_BBP_NORMAL,571536,1107351,0.8675059428571429
S001_02_BBP_NORMAL,1143072,1197315,0.89879425
S001_02_BBP_NORMAL,1230390,2096954,0.7653703214285714
S001_02_BBP_NORMAL,2116800,2500470,0.7676948461538461
S001_02_BBP_NORMAL,2540160,2639410,0.37295066666666665
S001_02_BBP_NORMAL,2685690,2735964,0.6218465
S002_02_BBP_NORMAL,66150,235494,0.5459745
S002_02_BBP_NORMAL,321489,334719,1.0
S002_02_BBP_NORMAL,378378,402191,0.448485
S002_02_BBP_NORMAL,467019,498771,1.0
S002_02_BBP_NORMAL,539784,672084,0.57242975
S002_02_BBP_NORMAL,709127,748818,0.781598
S002_02_BBP_NORMAL,783216,814968,1.0
S002_02_BBP_NORMAL,862596,1031939,0.6564151666666667
S002_02_BBP_NORMAL,1092798,1128519,0.413631
S002_02_BBP_NORMAL,1164240,1349460,0.8561097999999999
S002_02_BBP_NORMAL,1399734,1422225,0.488675
S002_02_BBP_NORMAL,1460592,1555848,0.8121170000000001
S002_02_BBP_NORMAL,1591569,1643166,0.9167909999999999
S002_02_BBP_NORMAL,1698732,1729161,1.0
S002_02_BBP_NORMAL,1767528,1852200,0.868157
S002_02_BBP_NORMAL,1852200,1938195,0.7801282500000001
S002_02_BBP_NORMAL,1979208,2010960,0.46374
S002_02_BBP_NORMAL,2042712,2094309,0.642558
S002_02_BBP_NORMAL,2176335,2239839,1.0
S002_02_BBP_NORMAL,2287467,2342111,0.6061215
S002_02_BBP_NORMAL,2369493,2520315,0.91273075
S002_02_BBP_NORMAL,2562651,2720088,0.86389725
S002_02_BBP_NORMAL,2720088,2821959,1.0
S002_02_BBP_NORMAL,2862972,2900016,0.499907
S002_02_BBP_NORMAL,2942352,2982042,0.834345
S002_02_BBP_NORMAL,3016440,3126249,0.937517
S002_02_BBP_NORMAL,3164616,3196368,0.851149
S002_02_BBP_NORMAL,3251934,3331314,1.0
S002_02_BBP_NORMAL,3367034,3413340,0.6208605
S002_02_BBP_NORMAL,3451707,3498011,0.669614
S002_02_BBP_NORMAL,3544317,3585330,0.44797549999999997
S002_02_BBP_NORMAL,3622374,3638250,1.0
S002_02_BBP_NORMAL,3684555,3720276,0.5004405000000001
S003_02_BBP_NORMAL,85995,169344,0.808779
S003_02_BBP_NORMAL,201095,268569,0.85019475
S003_02_BBP_NORMAL,297675,571536,1.0
S003_02_BBP_NORMAL,604611,670761,0.95873875
S003_02_BBP_NORMAL,698544,1086183,0.874988476190476
S005_02_BBP_NORMAL,63504,134946,0.8707102499999999
S005_02_BBP_NORMAL,179928,263277,0.91859775
S005_02_BBP_NORMAL,306936,387638,0.84191375
S005_02_BBP_NORMAL,428652,502740,0.883104
S005_02_BBP_NORMAL,543753,621810,0.8617785
S005_02_BBP_NORMAL,668115,744849,0.914667
S005_02_BBP_NORMAL,885087,963144,0.7912969999999999
S005_02_BBP_NORMAL,1030617,1108674,0.7842686000000001
S005_02_BBP_NORMAL,1177470,1252881,0.81698
S005_02_BBP_NORMAL,1280664,1326969,0.325136
S006_02_BBP_NORMAL,75411,164052,0.85456575
S006_02_BBP_NORMAL,198450,291060,0.88339775
S006_02_BBP_NORMAL,320166,517293,0.8814761428571429
S006_02_BBP_NORMAL,555660,637686,0.92851925
S006_02_BBP_NORMAL,689283,873180,0.8605497142857143
S006_02_BBP_NORMAL,930069,1013418,0.8887990000000001
S006_02_BBP_NORMAL,1096767,1178793,1.0
S006_02_BBP_NORMAL,1239651,1312416,0.93945375
S006_02_BBP_NORMAL,1377243,1450008,0.6165373333333334
S006_02_BBP_NORMAL,1517480,1595538,0.7598185
S007_02_BBP_NORMAL,62181,127008,0.8147375
S007_02_BBP_NORMAL,173313,240786,0.7792945
S007_02_BBP_NORMAL,275184,341334,0.74480925
S007_02_BBP_NORMAL,370440,432621,0.88213225
S007_02_BBP_NORMAL,460404,525231,0.726594
S007_02_BBP_NORMAL,550368,616518,0.8266195000000001
S007_02_BBP_NORMAL,645624,703836,0.677627
S007_02_BBP_NORMAL,730296,792477,0.89879425
S008_02_BBP_NORMAL,76734,144207,1.0
S008_02_BBP_NORMAL,181251,240786,1.0
S008_02_BBP_NORMAL,277830,337365,1.0
S008_02_BBP_NORMAL,369116,427329,0.9779125
S008_02_BBP_NORMAL,456435,513324,0.8288015
S008_02_BBP_NORMAL,541107,597996,1.0
S008_02_BBP_NORMAL,627102,682668,1.0
S008_02_BBP_NORMAL,711774,768663,0.89109375
S008_02_BBP_NORMAL,795123,850689,0.78535525
S009_02_BBP_NORMAL,56889,453788,0.9074980952380953
S009_02_BBP_NORMAL,476280,867888,0.8989980952380952
S011_02_BBP_NORMAL,35721,358533,0.8550687647058824
S012_02_BBP_NORMAL,27783,209034,0.7227743999999999
S013_02_BBP_NORMAL,21168,199773,0.7835323333333334
S013_02_BBP_NORMAL,244755,379701,0.7195351999999999
S013_02_BBP_NORMAL,419391,559629,0.8591572000000001
S013_02_BBP_NORMAL,597996,895671,0.8172547272727272
S013_02_BBP_NORMAL,973454,1106028,0.814273
S013_02_BBP_NORMAL,1170855,1305801,0.6864084
S013_02_BBP_NORMAL,1356075,1659042,0.7941191
S013_02_BBP_NORMAL,1704024,1835001,0.7328468333333333
